scenario,percentile,talarico_2p,vtd_draws_used,vtd_window_max_gap,vtd_implied_2p
talarico_p95,0.95,0.5334111347437326,200,0.001574174356893665,0.5333765081876858
paxton_p95,0.05,0.48298023692888575,200,0.0015104559616327395,0.48303795540279654
