region_id,region_label,profile,mean,q05,q95,p_talarico
277004F,"County 277, VTD 004F (rural)",rural,0.19146904444540935,0.14245088145291557,0.247441231832629,0
277004GA,"County 277, VTD 004G (rural)",rural,0.19558438774537945,0.14572676227115033,0.252415037388757,0
277004GB,"County 277, VTD 004G (rural)",rural,0.21262045633724713,0.1594879884937123,0.27272725715278884,0
2771A3B,"County 277, VTD 1A3B (rural)",rural,0.3010779542043092,0.23321824868912983,0.3749777776381469,1e-5
2771A5A,"County 277, VTD 1A5A (urban)",urban,0.4547381794754175,0.3720608708786609,0.5390382440551558,0.18786
2772A1A,"County 277, VTD 2A1A (urban)",urban,0.6828263268045958,0.6068633603176192,0.7530517751519914,0.99993
2772C3A,"County 277, VTD 2C3A (urban)",urban,0.5083688466168953,0.4240108526514341,0.59242230656002,0.56515
2773C7G,"County 277, VTD 3C7G (urban)",urban,0.40007721807712254,0.32048277507744355,0.48318591468834543,0.02441
2773H3C,"County 277, VTD 3H3C (rural)",rural,0.2964091420885493,0.2291752408741117,0.3697766425283225,1e-5
2774A6E,"County 277, VTD 4A6E (rural)",rural,0.28471697776962673,0.21855513279330302,0.35735146303253545,0
2790001,"County 279, VTD 0001 (rural)",rural,0.21521144695648312,0.16191557555516115,0.2753867201378452,0
2790002,"County 279, VTD 0002 (hispanic)",hispanic,0.37424002359661046,0.29777863832069396,0.45492137733818583,0.00567
2790003,"County 279, VTD 0003 (rural)",rural,0.1937395289159675,0.1445627186448625,0.24978848674128598,0
2790004,"County 279, VTD 0004 (rural)",rural,0.06043623695744897,0.043103404120043085,0.0813206923047558,0
2790005,"County 279, VTD 0005 (rural)",rural,0.17262292102823681,0.1280419913825527,0.22385859681039869,0
2790006,"County 279, VTD 0006 (rural)",rural,0.2718279315263979,0.20884717995882313,0.34122254856966777,0
2790008,"County 279, VTD 0008 (rural)",rural,0.22729431819003915,0.17192051689756063,0.28946967345301955,0
2790009,"County 279, VTD 0009 (rural)",rural,0.3228071242572567,0.2524214321219312,0.3987093355324055,1.5e-4
2790010,"County 279, VTD 0010 (rural)",rural,0.21111107621124203,0.15894748535982392,0.2700588163302084,0
2790011,"County 279, VTD 0011 (rural)",rural,0.179521695785845,0.13355779252752673,0.2321799185692156,0
2790012,"County 279, VTD 0012 (rural)",rural,0.1975911307126231,0.14788109332535473,0.25411674468106854,0
2810001,"County 281, VTD 0001 (rural)",rural,0.36054907570983324,0.285587315503291,0.4401108121105828,0.00231
2810002,"County 281, VTD 0002 (rural)",rural,0.22532564383161865,0.1700476606302405,0.2874834844932235,0
2810003,"County 281, VTD 0003 (rural)",rural,0.27749955328041676,0.21350973347234262,0.3478502962873096,0
2810004,"County 281, VTD 0004 (rural)",rural,0.21005342904007376,0.15783341289483055,0.26913087015652226,0
2810005,"County 281, VTD 0005 (rural)",rural,0.16738526020588348,0.12375961126253006,0.21766368883847903,0
2810006,"County 281, VTD 0006 (rural)",rural,0.16739177789913737,0.12393264773936896,0.21744813888687825,0
2810007,"County 281, VTD 0007 (rural)",rural,0.1785061543683069,0.1326344934287703,0.23110202359603416,0
2810008,"County 281, VTD 0008 (rural)",rural,0.21951215547867228,0.16540901006752234,0.2804863159836363,0
2810009,"County 281, VTD 0009 (rural)",rural,0.260588152133775,0.19933150423622786,0.32841703715624493,0
2830001,"County 283, VTD 0001 (rural)",rural,0.42797015199836286,0.34684813741399995,0.511637630906122,0.07828
2830002,"County 283, VTD 0002 (hispanic)",hispanic,0.5473326201622575,0.4634385727674088,0.6295537146086696,0.82451
2830003,"County 283, VTD 0003 (hispanic)",hispanic,0.5244918599783771,0.44003728216742194,0.608063757416919,0.68403
2830004,"County 283, VTD 0004 (rural)",rural,0.04163878244140601,0.029453773946764638,0.0564495297660649,0
2830005,"County 283, VTD 0005 (rural)",rural,0.5149997035977604,0.43060648950495417,0.5988528779043161,0.61468
2830006,"County 283, VTD 0006 (rural)",rural,0.5302441221618225,0.4458150789733098,0.6135865827777183,0.72394
2850101,"County 285, VTD 0101 (rural)",rural,0.12964023441726472,0.09477962010584821,0.17042782424832711,0
2850102,"County 285, VTD 0102 (rural)",rural,0.196483162598154,0.1470736877928574,0.2526802570765652,0
2850119,"County 285, VTD 0119 (rural)",rural,0.1380934607334347,0.10127860175008205,0.18101105951022564,0
